Branch,Kabupaten,Type,Name,Address,Telephone,Class,Kecamatan,Lat,Long
PALEMBANG,PALEMBANG,P2,dr. Jhon Ganefi,Jl. Sosial km5 No 42 RT 1 RW 1 Kel. Srijaya Kec. Sukarami Palembang,0711410950/08127838120,,,,
PALEMBANG,PALEMBANG,P2,dr. Wahyudi,Jl. A Yani No III Kel. 16 Ulu Kec. Seberang Ulu II ,0711519638/07117032003,,,,
PALEMBANG,PALEMBANG,P2,dr. Ariansyah Margaluta,Jl. R. Sukamto  Lr. Tembusan No 32 Depan PTC,08117108581,,,,
PALEMBANG,PALEMBANG,P3, drg Nyi Ayu Makiyah,"Jl. Jend Sudirman No. 1246 KM 3,5 (Apotek Naurah)",08197770571,,,,
PALEMBANG,PALEMBANG,P3,"drg. Ny.Hj. Farida Djamaludin, M, Mkes",Jl. Talang Kerangga  (Simpang Cipto) No.8 RT.41/14 Kel.30 Ilir  Kec IB II Palembang,0711- 352897/ 0816380870,,,,
PALEMBANG,PALEMBANG,P3,drg. Lizanna Farianty,Jl. Siaran Terminal Sako Kenten Ruko No. 9 Apotik Rama II Palembang,08127873935,,,,
PALEMBANG,PALEMBANG,P3,drg. Bertha Aulia,Jl. R. Sukamto No 88 Kel. Pipa Reja palembang,081331907620,,,,
PALEMBANG,PALEMBANG,P3,drg. Marjan Simangunsong,Jl. Kapten Abdullah No 10 Kel. Talang putri Kec. Plaju Palembang,081368200079/081223456991,,,,
PALEMBANG,PALEMBANG,P3,drg. Dedy H. Sinaga,Jl. Kol. H. burlian lr. Orni lubis no 1 Kel. Talang Kelapa Kec. Alang-alang lebar Palembang,07117423660,,,,
PALEMBANG,PALEMBANG,P3,drg. Nur Sabdantini,komplek Citra Kencana I A8 Kel. Kebun Bunga Kec. Sukarami Palembang ,081373580799,,,,
PALEMBANG,PALEMBANG,P3,drg. Dini Liany handayani,Komplek Ruko Simpang Celentang Blok F,082177035135,,,,
PALEMBANG,PALEMBANG,P4,Klinik Rukun Sejahterah,Alang-alang Lebar KM 11 Kec.Sukarame Palembang,(0711) 431619 & 08127839042,,,,
PALEMBANG,PALEMBANG,P4, Klinik Opina,Klinik Opina Jl Kadir TKR Lr. Sailun No.1200 rw.06 Kel. 36 Ilir Kec. Gandus 30147,'085273737777,,,,
PALEMBANG,PALEMBANG,P4, Klinik Krama Libra Medical Center,Jl. KH Wahid  Hasyim No.156/1703  Kel 1 Ulu Darat Palembang,(0711) 511511/0811711011,,,,
PALEMBANG,PALEMBANG,P4,Klinik Symponi Danarieva Medika,Jl. MP. Mangkunegara No.314 RT.038/014 Kel. 8 Ilir Kec. Ilir Timur II Palembang,(0711) 815790/ 081273159090,,,,
PALEMBANG,PALEMBANG,P4,Klinik dr. Sudarto (dr. Erna Niza),Jl. Mayor  zen Rt 27 RW 07 Kel. Sei Selayur Kec. Kalidoni palembang,81367614585,,,,
PALEMBANG,PALEMBANG,P4,Poliklinik Al-Ittihad Sako ,Jl. H. A. Rahman RT 01 No 10 Kel. Sako Kec. Sako 30163,0711822625/081368425050,,,,
PALEMBANG,PALEMBANG,P4,Klinik Simpati Medika,Jl. Residen A. rozak No 2A Kel. Sungai Selayur Kec. Kalidoni Palembang 30118,816385606,,,,
PALEMBANG,PALEMBANG,P4,Klinik Sayang Bunda,Jl. Kapten Abdullah No 8 Rt 11 RW 04 Kel. Talang Putri kec. Plaju Palembang 30267,07118353792/081271019202,,,,
PALEMBANG,PALEMBANG,P5,PPK 1 Apt. Hazalia ,Jl. A. Yani Komp. Bumi Patra Blok A No 5,,,,,
PALEMBANG,PALEMBANG,P5,PPK 1 Hesty Sehat,Jl. Ak gani Palembang,,,,,
PALEMBANG,PALEMBANG,P5,PPK 1 Madenkesyah 02.04.04 ,Jl. Amphibi No 1 Palembang,,,,,
PALEMBANG,PALEMBANG,P5,PPK 1 Makodam,Jl. Jenderal Sudirman,,,,,
PALEMBANG,PALEMBANG,P5,PPK 1 Yonif 200/Raider,Gandus Palembang,,,,,
PALEMBANG,PALEMBANG,P5,Rumkit Lanud Palembang,Palembang,,,,,
PALEMBANG,PALEMBANG,P5,BK Palembang,Palembang,,,,,
PALEMBANG,PALEMBANG,P6,Poliklinik Mapolda Sumsel,Jl. Jenderal Sudirman Palembang,,,,,
PALEMBANG,PALEMBANG,P6,Poliklinik Polresta Palembang,Jl. Gubernur H. Achmad Bastari No.1 Palembang 30252,,,,,
PALEMBANG,PALEMBANG,P6,Polikliniksat Brimobda polda Sumsel,Jl. Sriwijaya Negara Bukit Besar Palembang  30139,,,,,
PALEMBANG,PALEMBANG,P6,Poliklinik Airud (POLAIR),Jl. Mayor Zen Sei Lais Palembang 30119,,,,,
PALEMBANG,PALEMBANG,P7,,,,,,,
PALEMBANG,PALEMBANG,P7,BP. Sultan,Jl. Musi Raya Timur No. 450 Sako Palembang,08127113116/ 810321,,,,
PALEMBANG,PALEMBANG,P7,BP Pemprov Sumsel,Jl.Kapt.a.rivai /blkg Pemda Prov.Sumsel Kec Ilir Timur I Plg,0711849027/081958961491,,,,
PALEMBANG,PALEMBANG,P7,BP   Medini,Jl. Kopral  Anwar Perum Komp. Hayyun Nasiim No.3 Kel. Sako Kec. Sako ,0711-810917,,,,
PALEMBANG,PALEMBANG,P7,BP Talang Kelapa,Jl. Palmerah Blok 2A No. 01 Perumnas Talang Kelapa Kec. Alang- Alang Lebar,87897610350,,,,
PALEMBANG,PALEMBANG,P7,BP Rizky Asyifa,Jl. Kapt. A. Rivai No 8D RT 30 RW 09 Kel. 26 Ilir Kec Bukit Kecil Palembang,081273400113/08127831290,,,,
PALEMBANG,PALEMBANG,P7,BP Umum Azzahra,Jl. Brigjen hasan Kasim No 1-2 Kec. Bukit Sangkal Kec. Kalidoni Palembang,7117084040,,,,
PALEMBANG,PALEMBANG,P7,BP. Sukarame,Jl. Kol. H. Burlian No 48 RW 07 RT 49 Kel. Karya Baru Kec. Alang-alang lebar Palembang,07110411077/08127860712,,,,
PALEMBANG,PALEMBANG,P7,BP Alang-alang Lebar,Jl. SMB II No 168 km 12 RT 18 RW 04 Kel. Alang-alang lebar Kec. Alang-alang lebar,81273732225,,,,
PALEMBANG,PALEMBANG,P7,BP Marisa,Jl. Kapten Abdullah No 1209 Kel. Talang bubuk Kec. Plaju Palembang,85380464922,,,,
PALEMBANG,PALEMBANG,P7,BP Nayaka Husada 02,jl. Basuki Rachmat no 1676 RT 25 Kel. Pahlawan kec. Kemuning Palembang,0711315961/082176076838,,,,
PALEMBANG,PALEMBANG,P7,BP Nayaka Husada 01,Jl. Angkatan 45 no 99 RT 42 Kel. Lorok Pakjo Kec. Ilir Barat I Palembang,07114377345/082176076838,,,,
PALEMBANG,PALEMBANG,P7,BP Sako ,Jl. Tulang Bawang IV Kel. Lebung gajah Kec. Sematang Borang Palembang,82179528555,,,,
PALEMBANG,PALEMBANG,P7,RB Asri,Jl. Sukabangun II No 1451 kel. Sukajaya Kec. Sukarame Palembang 30151,082374799290/08127861495,,,,
PALEMBANG,PALEMBANG,P7,RB Ellyza,komplek kenten Permai DI No 19 Jl. Bukit Sulap III blok DI 19 Kel. Bukit sangkal Kec. Kalidoni 30114,711810551,,,,
PALEMBANG,PALEMBANG,P7,Klinik Bersalin Ariodillah ,Jl. Ariodillah III RT 33 No 2450 Kel. 20 Ilir D IV Kec. Ilir Timur I Palembang 30128,81271622235,,,,
PALEMBANG,PALEMBANG,L1,RS Dr.Moh.Husein ,"Jl.Jend.Sudirman KM.3,5 Kel. 20 Ilir III Kec Ilir Timur I Plg 30129 Telp.0711-354088",0711354088,,,,
PALEMBANG,PALEMBANG,L1,RS Bari ,Jl.Panca Usaha 5 Ulu Kec.Seberang Ulu I Plg Telp.0711-519211,(0711) 519211,,,,
PALEMBANG,PALEMBANG,L2,RS Tk II dr. Ak.Gani,  Jl. Sultan Mahmud Badaruddin Kel. 19 Ilir Kec. Ilir Barat I Plg 30132  ,0711 354469,,,,
PALEMBANG,PALEMBANG,L3,RS Bhayangkara,Jl.Jend.Sudirman KM.4 Kel. Ario kemuning Kec. kemuning Plg 30000 Telp.0711-410023,(0711) 410023,,,,
PALEMBANG,PALEMBANG,L4,RS Muhammadyah,Jl.A.Yani Kec seberang Ulu II Plg ,(0711) 511446,,,,
PALEMBANG,PALEMBANG,L4,RSI Siti Khodijah,Jl.Demang Lebar daun Kec Ilir Barat I Plg 30137 Telp.0711-356008 fax (311884),(0711) 356008,,,,
PALEMBANG,PALEMBANG,L4,RS PT Pusri,Jl.Mayor Zen /Komp.PT.Pusri Plg Kec Ilir Timur II Plg Telp.0711-712222/712024,"(0711) 712222, 712024",,,,
PALEMBANG,PALEMBANG,L4,RS Pelabuhan,Jl. May Memed Palembang,0711-711843,,,,
PALEMBANG,PALEMBANG,L4,RS Pertamina Palembang,plaju palembang,,,,,
PALEMBANG,PALEMBANG,L5,RS Mata Masyarakat,Jl. Kol. H. Burlian KM. 6 Palembang,(0711) 5612838,,,,
PALEMBANG,PALEMBANG,L5,RS dr. Ernaldi Bahar,Jl. Tembus Terminal KM. 12 Kec. Alang- Alang Lebar ,(0711) 5645126,,,,
PALEMBANG,PALEMBANG,L5,RS Khusus Paru-Paru,Jl. Merdeka No. 10A Palembang,,,,,
PALEMBANG,PALEMBANG,S1,Apt Sehat Bersama,"Jl.Jend.Sudirman KM 3,5 RT.03/05 Kel. 20 Ilir III Kec.Ilir Timur I Plg 30129 Telp.0711-379309",0711-379307,,,,
PALEMBANG,PALEMBANG,S1,Apotek Sultan,Jl. Musi Raya Timur No. 450 Perumnas Sako Palembang 30163,(0711) 810321,,,,
PALEMBANG,PALEMBANG,S1,Apotek Ogan,,,,,,
PALEMBANG,PALEMBANG,S2, Balai Besar Lab. Kes. Plg,"Jl.Jend.Sudirman KM.3,5 Kel. 20 Ilir III Kec. Ilir Timur I Plg 30129 Telp.0711-352683",(0711) 352683,,,,
PALEMBANG,PALEMBANG,S2, Kimia Farma Diagnostika,Jl. Jend Sudirman No 941 RT 16/06 Kelurahan 20 Ilir DIII Kec. Ilir Timir I PLG 30129,(0711) 353592/08121680432,,,,
PALEMBANG,PALEMBANG,S3, Op. Granada,Jl.Kolonel Atmo No.145 Kel. 17 IlirKec.Ilir Timur I Plg ,0711-310305,,,,
PALEMBANG,PALEMBANG,S3, Op. OPI,Jl.Jend.Sudirman No.10 Kel. 20 Ilir D I Kec. Ilir Timur I,0711-321995/354858,,,,
PALEMBANG,PALEMBANG,S3, Op. Internasional,Jl. Angkatan 45 Palembang Square Lt. 2,0711- 360600,,,,
PALEMBANG,PALEMBANG,S3, Op. Dida,Jl.MP.Mangku Negara No.03 Kelurahan 8 Ilir Kec. Ilir Timur II Plg 30114 ,0711- 810888,,,,
PALEMBANG,PALEMBANG,S3,Op. Seis,Jl. Komp Internasional Plaza Lt. Dasar,,,,,
PALEMBANG,PALEMBANG,S3,Op. Mitra,Jl. Jend Sudirman No. 50 B Palembang,0711-312270,,,,
PALEMBANG,PALEMBANG,S3,Op. Laser,Jl. Kancil No. K 4/5 RT. 008 TW 002 Kel Bukit Sangkal,81273650199,,,,
PALEMBANG,PALEMBANG,S3,Op. Surya,Jl. Jend. Sudirman No. 123/40 F Palembang,,,,,
PALEMBANG,PALEMBANG,S3,Op. Surya 3,Jl. Kol Atmo no 460,,,,,
PALEMBANG,PALEMBANG,S5, UTDC PMI Kota Palembang,Komplek RSMH  Palembang,0711-356282,,,,
PALEMBANG,MUSI BANYUASIN,P1,Babat Toman,Desa Babat Toman,081368153791,,,,
PALEMBANG,MUSI BANYUASIN,P1,Ngulak,Desa Ngulak,081373724314,,,,
PALEMBANG,MUSI BANYUASIN,P1,Suka Damai,Desa Suka Damai,081373892500,,,,
PALEMBANG,MUSI BANYUASIN,P1,Cinta Karya,Desa Cinta Karya,081367653287,,,,
PALEMBANG,MUSI BANYUASIN,P1,Tanah Abang,Desa Tanah Abang,081373776733,,,,
PALEMBANG,MUSI BANYUASIN,P1,Sungai Lilin,Desa Sungai Lilin,085268114774,,,,
PALEMBANG,MUSI BANYUASIN,P1,Karya Maju,Desa Karya Maju,08287137801,,,,
PALEMBANG,MUSI BANYUASIN,P1,Tanjung Kerang,Desa Tanjung Kerang,081367713888,,,,
PALEMBANG,MUSI BANYUASIN,P1,Bayung Lincir,Desa Bayung Lincir,0811787025,,,,
PALEMBANG,MUSI BANYUASIN,P1,Karang Mukti,Desa Karang Agung,081367512551,,,,
PALEMBANG,MUSI BANYUASIN,P1,Sumber Harum,Desa Sumber Harum,081373759442,,,,
PALEMBANG,MUSI BANYUASIN,P1,Agung Jaya/ Bandar Agung,Desa Agung Jaya,087897635002,,,,
PALEMBANG,MUSI BANYUASIN,P1,Peninggalan,Desa Peninggalan,08127866371,,,,
PALEMBANG,MUSI BANYUASIN,P1,Lumpatan,Desa Lumpatan,08127309923,,,,
PALEMBANG,MUSI BANYUASIN,P1,Tebing Bulan,Desa Tebing Bulan,07147350059,,,,
PALEMBANG,MUSI BANYUASIN,P1,Lais,Jl. Raya Palembang- Sekayu Desa Lais Kec. Lais Muba Kode Pos 30711,081368331722,,,,
PALEMBANG,MUSI BANYUASIN,P1,Sekayu Kota/ Balai Agung,Kota Sekayu,0714321274/081271229450,,,,
PALEMBANG,MUSI BANYUASIN,P1,Jirak,Desa Jirak,087897831555,,,,
PALEMBANG,MUSI BANYUASIN,P1,Teluk Kijing,Desa Teluk Kijing,081373982044,,,,
PALEMBANG,MUSI BANYUASIN,P1,Gardu Harapan,Desa Gardu Harapan,081271437822,,,,
PALEMBANG,MUSI BANYUASIN,P1,Ulak Paceh,Desa Ulak Paceh,081367494493,,,,
PALEMBANG,MUSI BANYUASIN,P1,Sukajaya,Desa Sukajaya ,081364508949,,,,
PALEMBANG,MUSI BANYUASIN,P1,Mekar Jaya,Desa Mekarjaya,081367443061,,,,
PALEMBANG,MUSI BANYUASIN,P1,Sidorahayu,Desa Sidorahayu,085267722500,,,,
PALEMBANG,MUSI BANYUASIN,P1,Lubuk Bintialo,Desa Lubuk Bintialo Kec. Batang Hari leko,081273272745,,,,
PALEMBANG,MUSI BANYUASIN,P2, dr Ichsan Nur Hamdan,Jl. Sekolahan LK IV Kelurahan Babat Kecamatan Babat Toman Muba,81368153791,,,,
PALEMBANG,MUSI BANYUASIN,P2,dr. Verawati,Desa Teluk Kec. Lais Kab. MUBA,81225091092,,,,
PALEMBANG,MUSI BANYUASIN,P2,dr. Joginta Muharli Hakim L,Desa Karang Tirta Kecamatan Lalan,08197841364,,,,
PALEMBANG,MUSI BANYUASIN,P2,dr. Rochmah Tutik Emawati," Komplek Puskesmas Ngulak, Sanga Desa",081368085890,,,,
PALEMBANG,MUSI BANYUASIN,P2, dr. Ucu Khosyi'ah,Jl. P-16 B Desa Bandar Agung Kecamatan Lalan Kab. Musi Banyusain ,081995028029/082184827998,,,,
PALEMBANG,MUSI BANYUASIN,P2, dr. Nurhasyiah,Kompleks Perumahan Puskesmas Karya Maju di Jalan Nusantara Betung Supat ,08179348439,,,,
PALEMBANG,MUSI BANYUASIN,P2,dr. Dewi Etikawati,Kompleks Perumahan Puskesmas Sungai Lilin Jl Palembang Jambi KM 111 Muba,08163296673,,,,
PALEMBANG,MUSI BANYUASIN,P2,dr. Sriwijayani,Jl Merdeka lr. I No.077 Kelurahan Serasan Jaya Sekayu,08127309923,,,,
PALEMBANG,MUSI BANYUASIN,P2,dr. Fauziah Andriansyah,Jl. Palembang-Jambi km 114 Komplek Ruko lilin Asri Kel. Sungai Lilin Kec. Sungai Lilin,085267000207,,,,
PALEMBANG,MUSI BANYUASIN,P5,PPK 1 Sekayu,Musi Banyuasin,,,,,
PALEMBANG,MUSI BANYUASIN,P6,Poliklinik Polres Muba,Musi Banyuasin,,,,,
PALEMBANG,MUSI BANYUASIN,L1,RSUD Sekayu,Jl.Kol Wahid Udin Kel. Kayuara Kec. Sekayu 30711,(0714) 322816,,,,
PALEMBANG,MUSI BANYUASIN,L1,RSUD Sungai Lilin,Jl. Raya Palembang- Jambi KM 117 Kec. Sungai Lilin Kab. Musi Banyuasin,081373607304,,,,
PALEMBANG,MUSI BANYUASIN,L1,RSUD Bayung Lencir,Jl. Raya Palembang- Jambi Kab. Musi Banyuasin,,,,,
PALEMBANG,MUSI BANYUASIN,S1,Apotek Telaten Prima,Jl. Merdeka No. 251 C ,(0714) 322 540,,,,
PALEMBANG,MUSI BANYUASIN,S3,Optik Humaira,Jalur 1 RT. 02/01 Kelurahan Kayuara Kecamatan Sekayu 30711,081367492107/ 081367485959,,,,
PALEMBANG,OGAN ILIR,P1,Betung,Desa Betung,081271982778,,,,
PALEMBANG,OGAN ILIR,P1,Mekar Sari,Desa Mekar Sari,081368887244,,,,
PALEMBANG,OGAN ILIR,P1,Palem Raya,Desa Palem Raya,081367786562,,,,
PALEMBANG,OGAN ILIR,P1,Pegayut,Desa Pegayut,,,,,
PALEMBANG,OGAN ILIR,P1,Talang Aur,Desa Talang Aur,081373935888,,,,
PALEMBANG,OGAN ILIR,P1,Sri Tanjung,Desa Sri Tanjung,08127845660,,,,
PALEMBANG,OGAN ILIR,P1,Indralaya,Desa Indralaya,081367000891,,,,
PALEMBANG,OGAN ILIR,P1,Simpang Timbangan,Desa Simpang Timbangan,08127310320,,,,
PALEMBANG,OGAN ILIR,P1,Payakabung,Desa Payakabung,08127343750,,,,
PALEMBANG,OGAN ILIR,P1,Tebing Gerinting,Desa Tebing Gerinting,081368090022,,,,
PALEMBANG,OGAN ILIR,P1,Rantau Panjang,Desa Rantau Panjang,081271191714,,,,
PALEMBANG,OGAN ILIR,P1,Lebung Bandung,Desa Lebung Bandung,081532820885,,,,
PALEMBANG,OGAN ILIR,P1,Tambang Rambang,Desa Tambang Rambang,08127385908,,,,
PALEMBANG,OGAN ILIR,P1,Tanjung Raja,Desa Tanjung Raja,081367640006,,,,
PALEMBANG,OGAN ILIR,P1,Kandis,Desa Kandis,081367478151,,,,
PALEMBANG,OGAN ILIR,P1,Kerinjing,Desa Kerinjing,081373516775,,,,
PALEMBANG,OGAN ILIR,P1,Tanjung Batu,Desa Tanjung Batu,08127891534,,,,
